Age,Flight distance,Inflight Wi-Fi service,Convenient arrival/departure time,Ease of online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Check-in service,Inflight service,Cleanliness,Departure delay in minutes,Gender,Customer type,Type of travel,Eco,Eco plus,Satisfied
65,1076,2,4,2,1,4,2,4,4,3,3,4,4,4,4,8,1,0,0,1,0,0
36,163,3,1,3,3,1,3,1,1,4,4,2,4,3,1,0,1,0,0,0,0,1
21,3699,4,4,4,4,4,4,4,3,2,4,4,4,5,4,170,1,0,0,1,0,1
44,1084,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,1,1,0,1,0,0
47,74,2,2,2,2,2,5,4,4,4,4,5,4,4,4,0,0,0,1,1,0,0
33,1919,3,5,5,5,1,4,4,3,3,3,3,1,3,1,0,1,0,0,0,0,0
33,109,3,3,3,3,2,5,5,4,4,4,5,3,4,5,5,1,0,0,0,0,0
26,500,4,4,4,4,4,4,4,4,1,5,3,2,1,4,0,1,1,0,1,0,0
43,1620,1,2,2,2,2,1,2,1,1,2,1,1,1,4,39,0,0,0,0,0,1
68,1046,2,1,2,4,5,2,5,5,2,4,4,2,4,5,3,0,0,0,0,0,1
23,447,3,4,3,3,1,3,1,1,5,3,4,5,4,1,0,0,0,1,1,0,0
43,240,3,5,0,3,1,0,1,1,4,4,4,4,4,1,31,0,0,0,1,0,0
41,3522,1,1,1,1,1,5,2,4,4,4,4,3,4,1,0,1,0,1,1,0,0
44,957,5,2,2,2,5,5,5,5,1,3,2,2,3,5,3,1,0,0,0,0,1
23,296,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,1,1,0,1,0,0
42,3985,3,3,5,3,1,2,4,5,5,5,4,3,5,2,12,0,0,0,1,0,1
48,1697,3,3,3,3,2,5,4,4,4,5,4,5,4,3,6,0,0,0,0,0,1
48,262,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,1,0,0,0,0,1
55,2145,1,1,3,1,2,5,5,1,1,2,1,3,1,3,1,1,0,0,0,0,1
11,366,2,5,3,2,1,3,1,1,1,2,2,2,2,1,0,0,1,0,1,0,0
63,719,1,4,1,2,4,4,5,5,5,1,4,4,5,5,0,1,0,0,0,0,1
68,223,2,5,2,2,2,5,5,5,5,2,5,5,5,3,18,0,0,0,0,0,1
49,646,4,2,4,4,3,4,5,4,4,4,4,4,4,4,4,1,0,1,0,0,0
40,1005,2,3,3,3,2,2,2,2,2,2,4,1,3,2,10,0,0,0,0,0,1
48,391,4,4,4,4,4,5,4,5,5,5,5,5,5,4,3,0,0,0,1,0,0
30,616,5,1,1,1,5,5,5,5,3,5,2,2,4,5,0,0,1,0,0,0,1
36,237,3,0,3,2,1,3,1,1,4,2,1,2,1,1,0,1,1,0,1,0,0
37,2565,2,2,2,4,2,4,3,3,3,2,4,3,3,3,0,0,0,0,0,0,1
33,283,4,1,1,1,4,4,4,4,1,1,3,4,4,4,19,1,0,1,1,0,1
75,2576,4,5,5,5,4,2,3,4,4,4,4,4,4,3,5,0,0,0,0,0,1
42,854,1,1,1,2,4,1,4,4,1,1,4,1,5,4,0,0,0,1,1,0,0
55,1565,4,4,1,4,2,5,4,4,4,5,4,3,4,3,3,1,0,1,1,0,0
51,957,2,2,2,2,4,5,4,4,4,4,4,4,4,5,50,0,1,0,0,0,1
23,229,3,5,3,2,1,3,1,1,5,5,4,5,4,1,3,0,0,0,1,0,1
40,1035,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0,1,1,0,0,0,1
30,503,4,3,4,3,3,4,3,3,4,1,3,4,2,3,0,1,0,0,0,0,1
45,852,3,3,3,3,5,5,5,4,4,4,4,5,4,3,0,0,0,1,1,0,0
20,270,1,0,0,4,5,0,5,5,4,2,5,4,5,5,0,1,0,1,1,0,0
58,1167,4,4,4,4,4,4,4,5,4,2,3,4,4,4,244,0,0,0,0,0,1
52,723,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,1,0,0,0,0,1
56,1593,4,5,4,4,4,4,5,3,3,4,3,3,3,3,17,1,0,0,1,0,1
60,2329,5,5,5,5,5,5,2,5,5,5,5,1,5,4,0,0,0,1,0,1,0
20,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0,0,1,1,0,0
25,1012,4,4,4,4,3,3,3,3,3,4,5,5,4,3,4,0,1,0,0,0,0
31,1521,1,1,1,1,5,5,5,5,5,5,5,4,5,5,52,0,0,1,1,0,0
40,187,1,5,1,3,4,5,5,1,1,1,1,3,1,3,0,1,0,0,0,0,1
40,1533,4,4,4,4,2,5,4,4,4,4,4,4,4,3,50,1,0,0,0,0,1
59,2521,2,2,4,4,5,2,4,2,2,2,2,3,2,1,0,0,1,0,1,0,0
20,533,4,5,3,5,4,3,4,4,3,2,5,5,5,4,21,1,1,0,1,0,0
27,371,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0,1,0,0,0,0,1
42,2726,1,1,5,1,2,4,4,5,5,5,5,3,5,5,3,1,1,0,1,0,0
31,1020,4,0,4,4,4,4,4,4,3,5,2,2,4,4,0,1,0,1,1,0,0
32,2805,4,4,4,4,5,4,5,5,4,4,4,3,5,5,0,1,0,0,1,0,0
50,425,2,0,4,4,5,5,5,5,5,4,5,2,5,5,48,0,0,0,0,0,0
16,230,2,4,0,3,4,0,4,4,5,3,5,5,5,4,2,1,0,0,1,0,0
20,236,0,0,0,3,1,0,1,1,4,3,4,4,5,1,6,1,0,0,0,0,1
36,188,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0,0,1,1,0,1
26,931,0,0,0,3,2,0,2,2,3,2,4,4,5,2,0,1,0,0,1,0,0
47,2552,4,4,4,4,5,5,4,2,2,2,2,4,2,4,0,0,0,1,1,0,0
20,746,2,4,1,4,4,1,4,4,4,5,4,3,4,4,79,1,0,1,1,0,0
53,1464,3,5,3,2,5,3,5,5,4,2,3,5,5,5,31,0,0,0,0,0,1
44,1014,2,2,2,2,2,4,5,5,5,5,5,5,5,4,0,0,0,0,0,0,1
30,1416,4,4,4,4,5,5,5,5,1,2,1,4,2,5,0,1,1,0,0,0,1
48,500,3,2,2,2,3,3,3,3,4,5,2,5,2,3,0,1,0,1,1,0,0
55,735,3,4,3,3,3,3,1,2,2,3,1,1,2,2,6,1,0,1,0,1,1
47,2556,2,5,2,3,4,5,1,5,5,2,5,1,5,2,0,0,1,0,0,0,0
46,1056,1,0,0,2,2,1,2,2,4,2,4,4,4,2,0,1,1,0,0,0,1
63,575,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0,0,0,0,0,1,1
58,184,3,3,4,3,4,4,4,5,5,5,5,3,5,3,0,1,0,1,1,0,0
43,407,2,2,2,2,5,4,4,5,5,5,5,3,5,5,5,1,0,0,0,0,1
49,944,1,1,1,3,1,1,1,1,4,2,3,2,3,1,53,1,1,0,0,0,0
24,980,2,2,2,2,3,2,4,3,5,4,4,3,4,3,3,1,0,1,1,0,0
31,204,0,5,0,3,5,4,4,5,5,5,4,4,4,5,21,1,0,0,1,0,1
23,667,4,1,5,2,4,5,4,4,4,2,3,1,3,4,0,0,0,1,1,0,0
12,271,4,0,4,4,3,4,3,3,4,2,2,1,4,3,40,1,0,0,0,0,1
35,599,1,4,4,4,1,1,1,1,3,3,3,2,2,1,0,0,0,0,0,0,0
20,325,1,1,1,1,1,1,1,1,1,2,4,1,3,1,0,0,0,0,0,0,0
71,262,1,5,5,5,2,1,2,2,4,5,1,2,1,2,0,1,0,1,0,0,0
45,255,5,5,5,5,3,5,4,3,3,4,3,4,3,3,62,0,0,1,1,0,0
45,1107,4,0,3,2,5,5,4,4,4,3,4,4,4,4,0,0,1,0,1,0,0
54,776,1,3,3,3,1,1,1,1,4,2,3,3,4,1,11,0,0,0,0,0,1
29,1222,2,5,2,3,3,2,3,3,1,2,2,1,1,3,3,1,0,1,1,0,0
38,102,1,5,0,3,2,0,2,2,3,3,4,5,4,2,0,0,0,0,0,0,1
47,843,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,1,0,0,0,0,1
60,1587,1,1,1,1,2,3,4,4,4,5,4,3,4,3,0,0,0,0,0,0,1
38,405,2,2,2,1,1,2,1,1,5,4,5,5,4,1,0,0,1,0,1,0,0
33,1303,1,4,1,5,4,1,4,4,4,5,5,5,4,4,0,1,0,1,1,0,1
46,328,0,2,0,2,4,0,4,4,2,5,3,2,2,4,0,1,0,0,0,0,1
35,895,2,2,2,1,4,2,5,4,5,4,5,4,4,4,0,0,0,0,1,0,0
25,277,4,0,4,2,3,4,3,3,5,2,1,1,2,3,25,1,1,0,0,0,1
44,563,5,3,3,3,5,4,3,5,5,5,5,2,5,5,0,0,0,0,0,0,0
16,1195,4,4,4,3,2,4,2,2,3,2,5,5,5,2,3,1,0,0,0,0,1
40,345,3,3,3,3,3,4,5,5,5,4,5,5,5,3,0,0,0,0,0,0,1
34,2295,2,2,2,4,1,2,1,1,4,4,3,5,5,1,9,1,0,1,0,1,0
47,431,3,5,3,2,3,3,3,3,5,2,5,5,5,3,0,1,0,1,1,0,1
26,1050,4,2,4,2,4,4,3,4,1,4,4,5,1,4,0,0,0,0,1,0,1
39,1011,1,3,1,3,2,1,2,2,3,4,3,4,3,2,0,0,1,0,0,0,1
58,3534,1,4,1,1,4,4,5,3,3,3,3,4,3,4,0,1,0,0,0,0,0
48,1199,1,4,4,4,2,3,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0
33,2030,4,4,4,4,1,3,4,4,4,4,4,1,4,3,0,1,0,0,0,0,1
26,456,1,4,1,5,3,1,3,3,3,3,5,3,4,3,0,1,1,0,1,0,0
62,370,2,5,2,5,1,1,1,3,3,2,3,1,3,2,0,0,0,0,0,1,0
23,447,3,0,3,3,4,3,4,4,3,5,5,3,4,4,57,0,0,0,0,0,1
12,1502,1,1,2,1,4,4,4,4,4,2,4,5,5,4,0,1,0,0,0,0,1
12,1208,2,1,2,2,2,2,2,2,4,5,3,4,2,2,3,1,0,1,1,0,0
46,1573,5,5,5,5,5,5,5,5,5,5,5,3,5,3,73,1,0,0,0,0,1
18,190,4,4,4,4,4,4,5,4,4,2,4,2,1,4,0,0,0,0,0,0,0
42,1612,4,4,4,4,3,5,5,5,5,5,5,4,5,4,4,0,0,0,0,0,1
29,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0,0,0,0,0,1
8,240,0,5,0,2,5,0,3,5,3,5,4,3,5,5,0,1,0,0,1,0,0
30,370,4,4,4,4,4,4,4,4,3,3,5,4,1,4,0,0,0,1,1,0,0
43,2586,3,5,1,5,3,4,4,2,4,2,2,4,2,4,31,1,0,1,1,0,0
48,1744,5,5,5,2,5,5,5,5,5,2,4,4,5,5,5,1,1,0,1,0,0
55,459,5,4,4,4,3,1,1,5,5,4,5,4,5,3,118,1,1,0,1,0,0
28,210,5,5,5,5,4,4,4,4,5,5,5,3,3,4,98,0,1,0,0,0,0
55,992,1,1,3,1,2,4,4,4,4,4,4,3,4,4,1,1,0,0,0,0,1
59,1014,2,4,2,4,1,2,1,1,4,4,1,3,2,1,46,1,0,1,1,0,0
61,241,4,5,4,4,3,4,3,3,3,2,4,4,5,3,0,0,0,1,1,0,0
26,944,4,4,4,2,4,4,4,4,4,2,5,3,3,4,0,0,0,1,1,0,0
24,1237,5,1,1,1,5,5,4,5,2,4,4,4,5,5,21,0,1,0,1,0,0
29,883,5,5,5,1,1,5,1,1,3,3,4,3,4,1,4,0,0,0,0,0,1
37,346,1,2,2,2,3,3,4,1,1,1,1,1,1,4,55,0,1,0,1,0,1
30,606,3,5,5,5,3,4,3,3,4,5,4,1,4,3,0,1,0,0,0,0,1
30,1916,4,4,5,4,4,4,4,4,5,3,5,3,4,4,0,0,1,0,0,0,0
24,226,3,0,3,5,3,3,3,3,3,5,5,3,4,3,0,0,0,1,1,0,0
32,2442,2,3,3,3,2,2,2,2,4,1,1,1,2,2,30,1,0,1,1,0,0
30,302,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,1,1,0,1,0,0
47,2055,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,1,0,0,0,0,1
69,641,4,5,3,3,3,3,5,3,3,3,5,5,5,3,2,0,1,0,1,0,0
39,3641,4,4,2,4,4,5,4,4,4,4,4,3,4,4,14,1,0,0,0,0,0
24,2704,4,1,1,1,3,4,4,1,2,3,4,4,4,4,2,1,0,1,1,0,0
34,373,5,5,2,5,1,1,2,4,4,4,4,3,4,5,0,1,0,0,0,0,1
34,926,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0,0,0,0,0,1
35,507,1,3,3,3,1,1,1,1,1,2,3,1,3,1,0,0,0,0,0,0,1
20,842,3,5,3,3,1,3,3,1,5,2,2,2,3,1,11,1,0,0,0,0,1
15,304,3,4,3,3,5,3,2,5,5,3,4,3,5,5,23,1,1,0,1,0,0
24,468,2,2,2,3,2,2,2,2,1,4,3,3,3,2,0,1,0,0,1,0,1
23,200,4,0,4,3,4,4,4,4,1,1,3,3,3,4,0,0,0,0,0,0,1
46,1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0,0,1,0,0,0
10,575,1,1,1,1,4,4,4,4,3,2,5,4,4,4,0,0,1,0,1,0,0
67,1249,1,4,1,3,3,1,3,3,5,3,4,4,5,3,10,0,0,0,1,0,0
7,409,2,3,2,2,4,2,2,4,1,1,3,4,3,4,0,0,0,1,1,0,0
49,214,4,2,4,2,2,2,3,4,4,4,4,3,4,1,43,0,0,1,1,0,0
41,1190,3,3,3,1,4,3,4,4,2,2,2,2,2,4,22,0,0,1,1,0,0
50,544,5,5,5,5,5,5,5,2,2,2,2,3,2,5,0,1,0,0,1,0,0
21,585,5,2,5,2,4,5,4,4,5,5,4,3,4,4,9,0,0,1,1,0,0
34,338,4,4,4,4,2,4,5,4,4,4,4,3,4,3,19,1,0,1,1,0,0
40,370,4,4,4,3,4,4,4,4,4,5,3,4,4,4,0,1,1,0,0,0,1
66,562,4,4,4,2,2,4,4,5,5,4,5,4,5,3,88,1,0,1,1,0,0
25,399,1,2,1,2,3,1,2,3,3,5,2,4,2,3,22,0,0,0,0,0,0
23,468,2,5,2,2,2,2,2,2,5,2,5,5,4,2,0,0,1,0,1,0,0
56,2345,3,3,5,3,3,5,5,5,5,5,5,3,5,4,77,0,0,1,1,0,0
22,266,3,0,3,3,4,3,5,4,3,3,2,3,5,4,0,1,0,1,1,0,0
31,1226,3,4,4,4,3,3,3,3,3,3,4,1,4,3,127,0,0,0,1,0,0
43,280,2,3,2,4,1,2,1,1,5,4,4,4,1,1,0,1,0,0,0,0,1
43,2941,1,1,1,1,2,2,1,5,5,5,5,3,5,3,41,0,0,0,0,0,0
43,2862,1,1,1,1,3,5,5,5,5,5,5,5,5,5,0,1,1,0,1,0,0
28,1242,5,5,5,5,4,4,4,4,5,4,4,4,4,4,15,0,1,0,1,0,0
71,3230,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,1,0,0,1,0,0
43,337,1,3,1,4,2,1,2,2,3,4,4,4,3,2,8,0,1,0,0,0,1
46,89,5,1,1,1,5,5,5,5,1,1,2,3,5,5,0,0,0,0,0,0,1
42,1865,1,1,1,1,3,4,5,4,4,4,4,4,4,4,37,1,0,1,1,0,1
20,2556,3,4,3,2,4,3,4,4,1,1,4,1,5,4,15,1,1,0,0,0,0
24,551,4,4,4,4,4,4,4,4,1,5,3,2,3,4,0,0,0,1,1,0,0
61,383,3,3,2,3,1,4,4,3,3,3,3,3,3,2,5,1,0,1,1,0,0
20,515,2,5,2,4,5,2,5,5,4,4,5,5,5,5,0,1,0,0,0,0,1
52,731,1,5,1,2,4,3,4,4,4,1,4,2,4,2,0,1,0,0,0,0,1
39,712,2,5,1,2,4,1,4,4,2,2,4,4,5,4,0,0,0,0,0,0,1
50,957,1,5,5,5,1,1,1,1,3,5,3,4,2,1,0,1,0,0,0,0,0
41,853,1,5,1,4,2,1,2,2,3,2,4,4,4,2,0,0,1,0,0,0,1
7,1246,3,4,3,2,3,3,3,3,5,4,4,5,4,3,0,1,0,0,0,0,1
24,612,4,0,5,5,1,5,1,1,3,2,4,3,4,1,0,0,0,1,1,0,0
10,1726,4,1,4,3,3,4,3,3,1,5,4,2,4,3,0,0,0,1,1,0,0
69,581,2,5,5,5,4,4,4,2,2,2,2,1,2,1,4,1,0,1,1,0,0
37,368,1,1,1,3,2,1,2,2,2,4,4,2,3,2,22,1,1,0,0,0,0
53,2172,3,5,4,3,4,5,5,5,5,4,5,4,5,3,1,0,1,0,0,0,1
65,585,2,5,2,2,2,2,5,2,4,2,5,3,4,2,0,0,0,0,0,0,1
57,762,1,2,2,2,2,4,3,1,1,1,1,3,1,2,0,0,1,0,1,0,0
52,1491,4,4,4,4,4,5,4,4,4,5,4,3,4,3,10,0,0,0,0,0,1
37,2930,1,3,3,3,1,2,3,1,1,1,1,2,1,2,0,0,0,0,0,0,1
24,141,1,0,1,3,4,1,4,4,3,3,1,1,3,4,2,1,0,1,1,0,1
22,329,3,0,3,3,5,3,5,5,3,5,4,3,4,5,38,0,1,0,1,0,0
60,680,4,3,3,3,4,4,4,4,3,4,3,4,4,4,0,1,0,0,0,0,1
17,882,0,5,0,4,2,5,2,2,4,2,4,5,4,2,0,0,1,0,0,0,1
60,515,2,2,2,2,5,5,5,5,5,5,5,3,5,3,0,0,0,0,0,0,1
33,337,5,2,5,4,4,5,4,4,3,1,3,4,4,4,0,0,0,0,0,0,1
20,1671,2,2,2,1,5,2,5,5,1,1,1,1,2,5,0,1,0,1,1,0,0
57,991,4,2,4,4,2,4,3,5,5,4,5,2,5,2,4,0,0,0,0,0,1
38,1044,2,5,2,2,3,2,3,3,4,4,4,4,5,3,0,1,0,0,1,0,0
26,3568,3,5,3,3,5,5,5,5,4,5,3,5,4,5,0,0,0,0,1,0,1
25,1195,2,2,3,2,5,5,5,5,2,3,5,1,1,5,0,0,0,0,0,0,1
54,3668,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0,0,0,0,0,0
65,1235,2,2,2,2,3,2,3,2,2,2,2,4,2,2,10,0,1,0,1,0,0
29,919,5,5,5,3,2,5,2,2,4,3,4,5,4,2,0,0,0,0,0,1,0
54,2516,2,2,2,2,5,5,5,2,2,2,2,4,2,4,0,1,1,0,1,0,0
52,550,2,3,2,3,1,1,4,2,2,2,2,5,2,1,0,0,0,0,0,0,1
34,844,3,4,3,1,4,3,4,4,5,4,4,4,5,4,40,1,0,0,1,0,1
7,1562,3,5,2,4,2,2,3,2,3,2,4,4,4,2,0,1,1,0,1,0,0
26,932,2,1,1,4,3,1,3,3,5,5,4,5,5,3,40,0,1,0,1,0,1
25,550,4,5,5,4,1,5,2,1,5,2,4,4,5,1,0,0,0,1,1,0,0
46,2389,4,4,2,4,5,5,4,3,3,3,3,4,3,5,93,0,0,0,0,0,1
21,2296,3,3,3,4,5,3,5,5,5,3,4,3,4,5,5,1,0,0,0,0,1
58,2598,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0,0,0,1,0,0
40,479,3,3,1,3,5,3,5,5,5,5,5,5,5,2,0,0,0,1,1,0,0
32,399,5,4,5,4,5,5,5,5,3,5,1,4,3,5,0,0,0,1,1,0,0
23,531,1,5,1,1,2,1,2,2,3,1,5,4,3,2,0,0,0,0,0,0,1
36,1832,5,5,5,5,2,4,4,5,5,5,5,4,5,5,1,0,0,1,1,0,0
62,404,4,4,4,2,4,4,4,4,5,5,4,4,4,4,7,0,0,1,1,0,0
38,2427,1,1,1,1,4,4,5,4,4,4,4,4,4,4,1,1,0,0,0,0,1
38,3934,5,5,5,5,3,5,5,2,2,2,2,4,2,4,0,0,0,1,1,0,0
34,920,3,5,3,4,2,3,2,2,3,4,4,4,5,2,0,1,0,0,0,0,1
59,1887,2,2,2,2,5,5,4,5,5,5,5,4,5,4,11,1,0,0,0,0,1
25,2521,1,5,5,5,1,1,1,2,3,3,3,1,2,1,0,1,1,0,0,0,1
38,199,4,5,4,5,4,4,4,4,3,2,5,1,5,4,0,1,0,1,1,0,0
27,1444,2,2,2,2,4,5,4,4,4,3,4,3,4,4,0,1,1,0,1,0,0
32,651,2,4,3,4,2,2,2,2,4,1,4,2,3,2,0,0,1,0,0,0,0
54,901,4,4,4,3,4,5,5,2,4,2,2,5,1,5,49,1,0,0,0,0,1
36,453,1,2,2,2,1,1,1,1,3,2,3,2,4,1,0,0,0,0,1,0,0
49,1521,3,3,3,3,3,3,3,3,4,4,3,1,3,3,1,1,0,0,1,0,1
57,1197,1,1,1,1,5,4,4,3,3,3,3,4,3,3,23,0,0,1,1,0,1
55,102,4,5,5,5,5,4,5,5,4,5,4,4,2,5,0,1,0,0,0,0,1
38,780,2,2,2,4,3,2,3,3,1,1,5,4,1,3,0,1,0,1,1,0,0
22,342,4,0,5,1,3,5,3,3,4,4,4,5,5,3,0,0,0,0,0,0,1
27,2475,1,0,1,3,4,1,4,4,2,5,4,4,4,4,0,0,0,0,0,0,1
57,2690,5,1,5,5,4,4,4,2,2,2,2,4,2,5,0,0,0,0,0,0,1
36,872,2,2,2,2,5,5,4,5,5,5,5,4,5,5,0,0,0,0,0,0,0
58,529,3,3,2,3,3,4,3,3,3,3,3,2,3,1,73,0,0,0,0,0,1
48,919,1,2,1,3,3,3,4,1,1,1,1,3,1,2,0,0,0,0,0,0,1
40,164,2,5,2,4,5,2,5,5,4,4,5,2,3,5,9,0,0,1,0,1,0
47,362,4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0,0,0,0,0,1
63,591,2,4,2,3,2,4,5,2,2,2,5,4,2,4,0,0,0,0,0,0,0
51,925,4,2,3,3,3,2,2,1,1,3,1,3,1,3,5,0,0,1,1,0,0
54,3414,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0,0,0,0,0,1
64,1055,1,4,1,4,2,4,4,2,2,1,2,4,2,4,0,1,0,0,0,0,0
58,672,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,0,0,1,1,0,1
44,2859,1,1,1,1,5,2,1,4,4,4,4,2,4,5,12,0,0,0,0,0,1
29,1171,0,0,0,4,3,0,3,3,3,4,5,3,4,3,0,0,0,0,0,1,1
47,391,3,5,3,3,1,3,1,1,1,4,4,5,3,1,11,1,0,0,0,0,1
24,1825,3,3,3,3,3,3,3,3,3,5,4,3,5,3,0,0,0,0,0,0,1
35,89,4,5,5,3,3,5,3,3,2,2,4,4,4,3,0,1,0,1,1,0,0
57,3559,1,1,1,1,5,4,4,3,3,2,3,4,3,3,5,1,0,1,0,0,1
31,1892,2,2,2,2,2,1,2,2,2,4,3,2,4,2,0,1,0,0,0,0,1
46,1146,4,3,3,3,4,4,4,4,3,4,4,1,4,4,130,1,1,0,1,0,0
50,337,4,1,2,3,2,3,3,3,3,2,3,1,3,2,0,0,0,0,0,0,1
53,2064,5,5,5,5,2,2,1,5,5,5,5,3,5,1,0,0,0,0,0,0,1
27,271,2,1,2,3,2,2,2,2,1,4,4,1,3,2,39,1,0,0,0,0,1
42,326,3,3,4,3,2,5,5,5,5,5,5,5,5,3,0,0,0,0,1,0,1
60,279,4,4,1,4,2,4,5,5,5,4,5,3,5,5,0,1,0,1,1,0,0
41,2863,5,5,5,5,5,4,4,4,4,4,4,4,4,3,0,1,0,0,1,0,1
64,2749,3,3,3,3,2,2,3,3,3,3,3,3,3,2,11,1,0,1,0,0,0
55,368,4,4,4,4,4,4,4,3,1,5,5,4,2,4,178,1,0,0,0,0,1
39,240,2,2,2,2,2,5,5,5,5,5,5,4,5,4,21,0,0,1,1,0,0
16,544,3,2,3,3,2,3,2,2,3,5,4,3,3,2,0,0,0,0,0,0,1
56,3272,3,3,3,3,4,5,5,5,5,5,5,3,5,5,0,1,0,0,0,0,1
22,776,3,1,1,1,3,3,3,3,1,2,4,3,3,3,7,1,0,0,0,0,1
13,599,2,3,3,4,4,3,4,4,1,3,3,2,3,4,0,0,0,0,0,0,1
57,2039,5,5,5,5,4,5,5,4,4,4,4,4,4,4,20,1,0,0,0,0,1
56,1636,3,3,3,3,5,4,3,2,2,2,3,4,2,2,0,0,0,1,1,0,0
38,199,5,5,0,2,1,0,1,1,3,3,4,1,3,1,0,1,0,0,0,0,1
22,3570,5,5,5,5,4,4,4,4,4,3,5,5,5,4,2,0,0,0,1,0,1
48,950,4,1,1,1,5,5,3,4,4,4,4,5,4,2,26,0,1,0,0,0,1
40,3250,3,3,2,3,3,5,5,1,1,2,1,5,1,5,0,1,0,1,1,0,0
31,522,1,1,1,1,5,5,5,5,5,4,3,5,2,5,29,0,0,0,0,0,1
54,95,2,3,2,3,2,2,2,2,5,3,1,2,3,2,0,1,0,0,0,0,1
65,507,5,5,5,1,5,5,4,2,2,5,2,3,2,3,7,0,0,1,1,0,0
45,2227,2,2,2,2,3,3,5,5,5,4,5,4,5,5,0,1,0,1,0,1,0
24,862,3,3,3,3,4,3,1,4,1,1,3,4,4,4,22,1,0,1,0,1,0
58,3323,3,3,3,3,5,4,4,5,5,5,5,3,5,4,51,0,0,0,0,0,1
50,2755,2,2,4,2,5,4,4,4,4,4,4,5,4,4,39,1,0,1,1,0,0
57,3739,4,4,4,4,3,4,5,4,4,4,5,3,4,3,0,1,0,0,0,0,1
41,395,4,1,1,1,4,4,4,4,1,1,1,4,4,4,0,1,0,0,0,0,1
14,2279,2,4,2,4,2,2,2,2,4,2,5,3,5,2,0,0,0,0,0,0,1
43,679,5,3,3,3,5,5,5,5,5,4,2,4,3,5,12,1,0,0,0,0,1
28,843,2,5,1,4,5,1,5,5,4,3,5,3,5,5,0,0,0,0,1,0,0
51,3948,3,5,3,3,3,5,5,4,4,4,4,1,4,4,99,0,0,0,0,0,1
52,1514,1,4,1,3,3,3,5,1,1,1,1,4,1,5,0,0,0,0,0,0,0
22,1846,4,5,4,4,3,4,3,3,5,5,5,4,5,3,0,0,0,0,0,1,1
30,1546,4,4,4,4,4,4,4,4,4,4,5,3,5,4,0,1,0,0,0,0,0
34,3471,2,2,2,2,5,5,5,5,5,5,5,3,5,4,53,0,0,1,1,0,0
48,787,4,4,4,4,3,5,5,4,4,4,4,4,4,4,21,1,0,0,0,0,1
44,3677,2,2,2,2,5,5,5,5,5,5,5,5,5,3,95,0,0,0,0,0,1
44,585,3,4,3,2,5,4,5,5,5,3,5,4,5,4,8,1,1,0,0,0,1
49,247,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0,0,0,0,0,0,0
34,526,5,4,4,4,5,5,5,5,1,4,5,2,3,5,0,1,0,1,1,0,0
21,363,5,3,5,4,1,5,1,1,2,1,5,3,3,1,0,1,0,0,0,0,0
41,516,3,1,3,2,2,3,2,2,2,1,3,1,2,2,0,0,1,0,1,0,0
49,2704,5,5,5,5,4,3,3,3,4,3,5,3,4,3,35,1,0,0,1,0,1
40,449,2,2,2,2,3,5,5,4,4,4,4,5,4,4,1,1,0,0,0,0,1
66,188,1,3,1,2,1,3,3,5,5,1,5,3,5,2,0,1,0,0,1,0,1
59,908,1,3,1,2,1,1,1,1,1,1,4,3,4,1,36,0,0,0,0,0,1
30,813,2,3,3,3,4,3,4,4,4,1,1,2,2,4,11,0,0,0,0,0,1
54,3091,0,5,0,1,4,5,4,5,5,5,5,4,5,5,0,0,0,1,0,1,0
44,1185,1,4,1,3,4,1,4,4,3,2,3,3,4,4,105,0,0,0,0,0,1
45,2933,0,5,0,4,4,5,5,2,2,2,2,5,2,3,0,1,0,0,0,0,0
54,2205,3,3,3,3,3,5,4,4,4,5,4,5,4,5,0,1,0,0,0,0,1
58,102,4,4,4,4,5,1,3,5,5,5,4,1,5,5,19,1,1,0,1,0,0
27,1124,2,2,2,2,5,5,5,5,3,3,4,5,4,5,0,1,0,1,1,0,0
19,305,1,5,5,5,1,1,1,1,1,3,3,4,2,1,0,1,0,1,1,0,0
